id,vocab,vocab_pinyin,vocab_trans_vi,vocab_trans_en,example,example_pinyin,example_trans_vi,example_trans_en,level
667,跟前,gēn qián,"trước mặt, bên cạnh","in front of, beside",她在我的跟前。,tā zài wǒ de gēnqián.,Cô ấy ở trước mặt tôi.,She is in front of me.,6
668,根深蒂固,gēn shēn dì gù,ăn sâu bám rễ,deep rooted,这种思想已经根深蒂固。,zhè zhǒng sīxiǎng yǐjīng gēnshēndìgù.,Tư tưởng này đã ăn sâu bám rễ.,This idea is deeply rooted.,6
669,跟随,gēn suí,"theo đuôi, đi theo",follow,孩子们跟随着老师走。,háizimen gēnsuízhe lǎoshī zǒu.,Các em nhỏ theo sau giáo viên.,The children followed the teacher.,6
670,根源,gēn yuán,"căn nguyên, nguồn gốc",origin,这个问题的根源很复杂。,zhège wèntí de gēnyuán hěn fùzá.,Nguyên nhân của vấn đề này rất phức tạp.,The causes of this problem are complex.,6
671,跟踪,gēn zōng,"theo dõi, bám đuôi","follow, tail",我们正在跟踪调查。,wǒmen zhèngzài gēnzōng diàochá.,Chúng tôi đang theo dõi điều tra.,We are following up on the investigation.,6
672,耕地,gēng dì,"canh tác, trồng trọt",cultivation,农民正在耕地。,nóngmín zhèngzài gēngdì.,Nông dân đang cày ruộng.,Farmers are plowing the fields.,6
673,更新,gēng xīn,"đổi mới, cập nhật","innovation, update",他们决定更新设备。,tāmen juédìng gēngxīn shèbèi.,Họ quyết định nâng cấp thiết bị.,They decided to upgrade the equipment.,6
674,更正,gēng zhèng,"cải chính, sửa lại",rectify,请更正这个错误。,qǐng gēngzhèng zhège cuòwù.,Vui lòng sửa lỗi này.,Please fix this.,6
675,公安局,gōng ān jú,công an,police,我们需要去公安局办理手续。,wǒmen xūyào qù gōng'ānjú bànlǐ shǒuxù.,Chúng tôi cần đến công an để làm thủ tục.,We need to go to the police to do the paperwork.,6
676,供不应求,gōng bù yìng qiú,cung không đủ cầu,supply outstrips demand,这种商品供不应求。,zhè zhǒng shāngpǐn gōngbùyìngqiú.,Sản phẩm này cung không đủ cầu.,This product is in short supply.,6
677,公道,gōng dào,"công bằng, hợp lý","fair, reasonable",这个建议很公道。,zhège jiànyì hěn gōngdào.,Đề nghị này rất hợp lý.,This suggestion is very reasonable.,6
678,宫殿,gōng diàn,cung điện,palace,这座宫殿非常壮丽。,zhè zuò gōngdiàn fēicháng zhuànglì.,Cung điện này rất tráng lệ.,This palace is magnificent.,6
679,工夫,gōng fu,"công phu, thời gian",time consuming,他有很多空闲的工夫。,tā yǒu hěn duō kòngxián de gōngfu.,Anh ấy có nhiều thời gian rảnh rỗi.,He has a lot of free time.,6
680,公告,gōng gào,thông báo,Notification,他们发布了公告。,tāmen fābù le gōnggào.,Họ đã công bố thông báo.,They have released the announcement.,6
681,公关,gōng guān,quan hệ công chúng,public relations,公关人员正在处理这个问题。,gōngguān rényuán zhèngzài chǔlǐ zhège wèntí.,Nhân viên quan hệ công chúng đang xử lý vấn đề này.,Public relations staff is handling the matter.,6
682,攻击,gōng jī,tấn công,attack,我们必须攻击敌人。,wǒmen bìxū gōngjī dírén.,Chúng ta phải tấn công kẻ thù.,We must attack the enemy.,6
683,供给,gōng jǐ,cung cấp,provide,我们会及时供给物资。,wǒmen huì jíshí gōngjǐ wùzī.,Chúng tôi sẽ cung cấp vật liệu kịp thời.,We will provide materials promptly.,6
684,恭敬,gōng jìng,"kính cẩn, cung kính","respectfully, respectfully",他对长辈很恭敬。,tā duì zhǎngbèi hěn gōngjìng.,Anh ấy rất kính trọng người lớn.,He is very respectful to adults.,6
685,功课,gōng kè,"bài tập, môn học","homework, subject",我每天都有很多功课。,wǒ měitiān dōu yǒu hěn duō gōngkè.,Tôi có rất nhiều bài tập mỗi ngày.,I have a lot of exercises every day.,6
686,攻克,gōng kè,"công phá, chinh phục",conquer,我们攻克了技术难题。,wǒmen gōngkè le jìshù nántí.,Chúng tôi đã chinh phục được vấn đề kỹ thuật.,We have conquered the technical problem.,6
687,功劳,gōng láo,công lao,merit,他的功劳很大。,tā de gōngláo hěn dà.,Công lao của anh ấy rất lớn.,His contribution is great.,6
688,公民,gōng mín,công dân,citizen,每个公民都有责任。,měi gè gōngmín dōu yǒu zérèn.,Mỗi công dân đều có trách nhiệm.,Every citizen has a responsibility.,6
689,公婆,gōng pó,cha mẹ chồng,parents in law,我的公婆住在一起。,wǒ de gōngpó zhù zài yīqǐ.,Tôi sống cùng bố mẹ chồng.,I live with my husband's parents.,6
690,公然,gōng rán,công khai,public,他公然违背了规定。,tā gōngrán wéibèi le guīdìng.,Anh ấy công khai vi phạm quy định.,He openly violated the rules.,6
691,公认,gōng rèn,công nhận,recognize,这种产品得到了公认。,zhè zhǒng chǎnpǐn dédào le gōngrèn.,Sản phẩm này đã được công nhận.,This product has been approved.,6
692,公式,gōng shì,công thức,recipe,数学公式很重要。,shùxué gōngshì hěn zhòngyào.,Công thức toán học rất quan trọng.,Mathematical formulas are very important.,6
693,公务,gōng wù,"công vụ, công tác","public service, work",他是公务员。,tā shì gōngwùyuán.,Anh ấy là công chức.,He is a civil servant.,6
694,功效,gōng xiào,hiệu quả,effective,这种药物的功效很好。,zhè zhǒng yàowù de gōngxiào hěn hǎo.,Hiệu quả của loại thuốc này rất tốt.,The effectiveness of this medicine is very good.,6
695,工艺品,gōng yì pǐn,đồ thủ công mỹ nghệ,handicrafts,我喜欢收集工艺品。,wǒ xǐhuān shōují gōngyìpǐn.,Tôi thích sưu tầm đồ thủ công mỹ nghệ.,I like collecting handicrafts.,6
696,公正,gōng zhèng,"công bằng, chính trực","fair, just",他是一个公正的人。,tā shì yī gè gōngzhèng de rén.,Anh ấy là một người công bằng.,He is a fair man.,6
697,公证,gōng zhèng,công chứng,Notarization,我们需要去公证处。,wǒmen xūyào qù gōngzhèngchù.,Chúng tôi cần đến văn phòng công chứng.,We need to go to the notary office.,6
698,巩固,gǒng gù,củng cố,consolidate,我们要巩固我们的成果。,wǒmen yào gǒnggù wǒmen de chéngguǒ.,Chúng ta cần củng cố kết quả của mình.,We need to consolidate our results.,6
699,共和国,gòng hé guó,nước cộng hòa,republic,中国是中华人民共和国。,zhōngguó shì zhōnghuá rénmín gònghéguó.,Trung Quốc là Cộng hòa Nhân dân Trung Hoa.,China is the People's Republic of China.,6
700,共计,gòng jì,tổng cộng,total,我们这次旅游共计花费了五千元。,Wǒmen zhè cì lǚyóu gòngjì huāfèi le wǔqiān yuán.,Chuyến du lịch lần này của chúng tôi tổng cộng chi phí năm nghìn nhân dân tệ.,Our trip this time cost a total of five thousand yuan.,6
701,共鸣,gòng míng,"cộng hưởng, đồng cảm","resonance, empathy",这首歌引起了许多人的共鸣。,Zhè shǒu gē yǐnqǐ le xǔduō rén de gòngmíng.,Bài hát này đã gây được sự đồng cảm từ nhiều người.,This song has resonated with many people.,6
702,勾结,gōu jié,"cấu kết, thông đồng",collude,他们被发现与敌人勾结。,Tāmen bèi fāxiàn yǔ dírén gōujié.,Họ bị phát hiện câu kết với kẻ thù.,They were found to be in collusion with the enemy.,6
703,钩子,gōu zi,"cái móc, cái lưỡi câu",hook,他用钩子把门锁打开了。,Tā yòng gōuzi bǎ mén suǒ dǎkāi le.,Anh ấy dùng móc mở khóa cửa.,He used the pick to unlock the door.,6
704,构思,gòu sī,"cấu tứ, suy nghĩ","structure, thinking",他正在构思一个新的小说。,Tā zhèngzài gòusī yī gè xīn de xiǎoshuō.,Anh ấy đang phác thảo một tiểu thuyết mới.,He is drafting a new novel.,6
705,孤独,gū dú,"cô độc, cô đơn",lonely,她感到非常孤独。,Tā gǎndào fēicháng gūdú.,Cô ấy cảm thấy rất cô đơn.,She feels very lonely.,6
706,辜负,gū fù,"phụ lòng, phụ sự kỳ vọng",disappoint,他辜负了我们的期望。,Tā gūfù le wǒmen de qīwàng.,Anh ấy đã phụ lòng mong đợi của chúng tôi.,He has failed us.,6
707,孤立,gū lì,"cô lập, đơn độc","isolated, alone",她被同事们孤立了。,Tā bèi tóngshìmen gūlì le.,Cô ấy bị đồng nghiệp cô lập.,She was isolated by her colleagues.,6
708,姑且,gū qiě,"tạm thời, tạm thời cứ","temporarily, temporarily",姑且试试这个方法吧。,Gūqiě shìshì zhège fāngfǎ ba.,Tạm thời thử phương pháp này xem sao.,Try this method for now.,6
709,股东,gǔ dōng,cổ đông,shareholder,股东们决定增加投资。,Gǔdōngmen juédìng zēngjiā tóuzī.,Các cổ đông quyết định tăng thêm đầu tư.,The shareholders decided to increase investment.,6
710,古董,gǔ dǒng,"cổ vật, đồ cổ",antiques,这件古董非常珍贵。,Zhè jiàn gǔdǒng fēicháng zhēnguì.,Cổ vật này rất quý giá.,This antique is very valuable.,6
711,鼓动,gǔ dòng,"cổ động, kích động","encourage, incite",他努力鼓动大家参加活动。,Tā nǔlì gǔdòng dàjiā cānjiā huódòng.,Anh ấy cố gắng cổ vũ mọi người tham gia hoạt động.,He tried to encourage everyone to join the activity.,6
712,股份,gǔ fèn,cổ phần,share,公司的股份上涨了。,Gōngsī de gǔfèn shàngzhǎng le.,Cổ phần của công ty đã tăng.,The company's shares have increased.,6
713,骨干,gǔ gàn,"nòng cốt, trụ cột","core, pillar",他是公司里的骨干员工。,Tā shì gōngsī lǐ de gǔgàn yuángōng.,Anh ấy là nhân viên nòng cốt trong công ty.,He is a key employee in the company.,6
714,古怪,gǔ guài,"kỳ quái, kỳ lạ","weird, strange",他的行为很古怪。,Tā de xíngwéi hěn gǔguài.,Hành vi của anh ấy rất kỳ lạ.,His behavior is very strange.,6
715,顾虑,gù lǜ,"lo ngại, e ngại","worry, apprehensive",我对这件事有些顾虑。,Wǒ duì zhè jiàn shì yǒuxiē gùlǜ.,Tôi có một chút lo ngại về chuyện này.,I have a little concern about this.,6
716,固然,gù rán,"cố nhiên, dĩ nhiên",of course,固然他很聪明，但还需要努力。,"Gùrán tā hěn cōngmíng, dàn hái xūyào nǔlì.","Tất nhiên anh ấy rất thông minh, nhưng vẫn cần cố gắng.","Of course he is very smart, but he still needs to try.",6
717,顾问,gù wèn,cố vấn,adviser,他是公司的顾问。,Tā shì gōngsī de gùwèn.,Anh ấy là cố vấn của công ty.,He is a company advisor.,6
718,故乡,gù xiāng,"cố hương, quê hương",homeland,我非常想念我的故乡。,Wǒ fēicháng xiǎngniàn wǒ de gùxiāng.,Tôi rất nhớ quê hương của mình.,I miss my homeland so much.,6
719,固有,gù yǒu,"vốn có, sẵn có","inherent, available",这种文化是我们固有的传统。,Zhè zhǒng wénhuà shì wǒmen gùyǒu de chuántǒng.,Văn hóa này là truyền thống vốn có của chúng tôi.,This culture is our inherent tradition.,6
720,故障,gù zhàng,"trục trặc, hỏng hóc","malfunction, breakdown",机器出了故障。,Jīqì chū le gùzhàng.,Máy móc bị hỏng.,The machine is broken.,6
721,固执,gù zhí,"cố chấp, bướng bỉnh",stubborn,他是个很固执的人。,Tā shì gè hěn gùzhí de rén.,Anh ấy là một người rất bướng bỉnh.,He is a very stubborn person.,6
722,拐杖,guǎi zhàng,"gậy chống, gậy chống đi","walking stick, walking stick",他需要一根拐杖来行走。,Tā xūyào yī gēn guǎizhàng lái xíngzǒu.,Anh ấy cần một cây gậy để đi lại.,He needs a cane to walk.,6
723,官方,guān fāng,"chính thức, của chính phủ","official, government",这是官方的声明。,Zhè shì guānfāng de shēngmíng.,Đây là tuyên bố chính thức.,This is the official statement.,6
724,观光,guān guāng,"tham quan, du lịch","sightseeing, travel",我们打算去北京观光。,Wǒmen dǎsuàn qù Běijīng guānguāng.,Chúng tôi định đi tham quan Bắc Kinh.,We are planning to visit Beijing.,6
725,关照,guān zhào,"quan tâm, chăm sóc",care,谢谢你的关照。,Xièxiè nǐ de guānzhào.,Cảm ơn sự quan tâm của bạn.,Thank you for your interest.,6
726,管辖,guǎn xiá,"quản lý, cai quản","manage, govern",他负责管辖这个地区。,Tā fùzé guǎnxiá zhè gè dìqū.,Anh ấy chịu trách nhiệm quản lý khu vực này.,He is responsible for managing this area.,6
727,罐,guàn,"bình, lọ, hũ",jar,他喝了一罐啤酒。,Tā hē le yī guàn píjiǔ.,Anh ấy đã uống một lon bia.,He drank a can of beer.,6
728,贯彻,guàn chè,quán triệt,thoroughly understand,我们需要贯彻执行这个计划。,Wǒmen xūyào guànchè zhíxíng zhège jìhuà.,Chúng ta cần thực hiện kế hoạch này triệt để.,We need to carry out this plan thoroughly.,6
729,灌溉,guàn gài,"tưới tiêu, tưới","irrigation, watering",农民们在灌溉田地。,Nóngmínmen zài guàngài tiándì.,Nông dân đang tưới tiêu ruộng đồng.,Farmers are irrigating their fields.,6
730,惯例,guàn lì,"thói quen, thông lệ","habit, custom",根据惯例，这个节日要庆祝三天。,"Gēnjù guànlì, zhège jiérì yào qìngzhù sān tiān.","Theo thông lệ, lễ hội này kéo dài ba ngày.","Traditionally, this festival lasts three days.",6
731,光彩,guāng cǎi,"rực rỡ, vẻ vang","brilliant, glorious",他的脸上充满了光彩。,Tā de liǎn shàng chōngmǎn le guāngcǎi.,Gương mặt anh ấy đầy ánh sáng rực rỡ.,His face was full of bright light.,6
732,光辉,guāng huī,"hào quang, ánh sáng","halo, light",太阳的光辉照亮了整个城市。,Tàiyáng de guānghuī zhàoliàng le zhěnggè chéngshì.,Ánh sáng mặt trời chiếu sáng cả thành phố.,The sunlight illuminated the whole city.,6
733,光芒,guāng máng,"tia sáng, ánh sáng",ray of light,她的眼睛闪烁着光芒。,Tā de yǎnjīng shǎnshuò zhe guāngmáng.,Đôi mắt cô ấy lấp lánh ánh sáng.,Her eyes sparkled.,6
734,广阔,guǎng kuò,"rộng lớn, bao la","vast, immense",广阔的草原令人心旷神怡。,Guǎngkuò de cǎoyuán lìng rén xīnkuàngshényí.,Đồng cỏ mênh mông khiến người ta cảm thấy thư thái.,The vast grasslands make people feel relaxed.,6
735,规范,guī fàn,"quy phạm, quy tắc",rules,我们要遵守规范。,Wǒmen yào zūnshǒu guīfàn.,Chúng ta phải tuân thủ các quy tắc.,We have to follow the rules.,6
736,规格,guī gé,"tiêu chuẩn, quy cách","standard, specification",产品的规格必须符合标准。,Chǎnpǐn de guīgé bìxū fúhé biāozhǔn.,Quy cách của sản phẩm phải đạt tiêu chuẩn.,Product specifications must meet standards.,6
737,归根到底,guī gēn dào dǐ,"xét đến cùng, cuối cùng","after all, finally",归根到底，这是个态度问题。,"Guīgēn dàodǐ, zhè shì gè tàidù wèntí.","Cuối cùng thì, đây là vấn đề thái độ.","Ultimately, it's a matter of attitude.",6
738,规划,guī huà,"quy hoạch, kế hoạch",planning,我们正在规划明年的工作。,Wǒmen zhèngzài guīhuà míngnián de gōngzuò.,Chúng tôi đang lập kế hoạch cho công việc của năm tới.,We are planning for next year's work.,6
739,归还,guī huán,"hoàn trả, trả lại","refund, return",请归还借的书。,Qǐng guīhuán jiè de shū.,Vui lòng trả lại sách đã mượn.,Please return the borrowed book.,6
